organization_id,organization_name
31461227,Dolphin Tours & Safaris Ltd
31459533,Domaine de Grand Baie
31411184,Domes Resorts & Reserves
31169724,Domestic Asia Tour
31454201,Dome Travels
31344406,Dominican Expert DMC
31187563,Dominican Republic Ministry of Tourism
20175343,Domiruth
5516104,Domitur Viagens e Turismo
31431208,Domizia Incoming
31391793,Dom Museum Wien
20410884,Dom Pedro Hotels & Golf Collection
31192474,Donau Touristik
31459323,Donna Paola Modern Farm
31463877,Dorint Hotelgruppe
31458240,Dorsett Hospitality International
31464465,DOSSO DOSSI HOTELS
31464704,Dostar Trips
31386576,"Double Six Luxury Hotel, Seminyak"
31461451,DoubleTree by Hilton Resort & Spa Marjan Island
31461468,DoubleTree by Hilton Ras Al Khaimah
31465325,DoubleTree by Hilton Trieste
20272715,DouroAzul
31464031,Dr.Kaplan Baha Temizgonul (Bariatric Surgeon)
31198762,dravidian trails holidays pvt ltd
31463476,Dream Jordan Tours
31460242,Dreamland Oasis LLC
31462828,Dreamland The Unique Sea & Lake Resort /Spa
31014560,Dreams Resorts Egypt
31389533,Dream World Hotels
31196852,Dresden Marketing GmbH
20146102,Drifters
31454802,DRIVALIA
22328,DRV Deutscher Reiseverband
31384998,DTS Incoming Hellas AE
31460379,DT Tourism Lufthansa City Center
31459001,Dubai
31343239,Dubrovnik & Neretva County Tourist Board
31164766,Dubrovnik Tourist Board
31329870,Duetto
31460072,Duja Hotels
31371251,Dukes The Palm a Royal Hideaway Hotel
31458677,Dulini
31460463,Dumbara Hotel (Pvt)Ltd
31043859,Dunes Adventures & Travels
31410335,Dünyagöz Eye Hospital Group
31365502,"Duotravel DMC Viagens e Turismo, Unipessoal Lda."
31457788,Dur
31462139,Dur Hospitality
31327561,Durban Tourism
31367255,Durban Tourism and Enterprise iLembe
31343216,Dusit Thani Krabi Beach Resort
31457300,Dusky Leaf Adventures (M)
31363935,Düsseldorf Tourismus GmbH
31459668,Dutch Cruise Line B.V.
31456658,S`DAM - Dutch Distillers District
31457963,DXB Entertainments
31349581,Dynasty Travel Service & Incentive House
31461434,Eagle  Travel
31463611,Earthen Experiences
31372650,Easia Travel
31459855,Easirent.com Low cost car rental
31407958,East Africa Camps
31462626,East Asia Point
31464979,Eastend Hotels and Resorts
31368613,Eastern Cape Parks and Tourism Agency
31461054,EAST SEA MUINE TOURIST COMPANY LIMITED
31349838,EAVAR Group DIS TIC LTD STI
31461563,Ebix Travels Private Limited
31408709,Eckerö Line
31459382,Ecole Travel
31406770,ECOMMPAY
31465032,Economic Development Board (EDB)
31425316,Ecotour
31139777,EcoTraining Pty Ltd
31391521,Eco Viagens e Turismo
31459379,EC RENT A CAR
31327466,"EC Travel - Eliseu Correira Travel, Lda"
31465035,Eden bliss.Ltd
20433133,"Edison Travel Service Co., Ltd."
31433391,Egencia GmbH
31464351,Egepol Hospitals
31461792,EGMONT VIAGGI - INCOMING ITALY
31101277,Egoli Tours
31461443,Egyptair Airlines Co.
31454707,Egyptian Tourism Authority
31463125,EgypTours
31426670,Egypt Promotion Travel DMC
31461439,Egypt VIP travel services
31411431,Eihab Travels Discover Oman
31012815,Eilat Hotel Association
31463535,Eilat Municipal Tourism Corporation
31337132,Ela Hotels & Resort Ela Excellence Resort Belek
31143132,EL AL
31459278,Elämys DMC Finland
20235940,El Calafate
31327190,Elcotour Brazil Tour Specialists
31464343,Eldi Health
31464615,ELDI HEALTH TOURISM
31170394,Elding Adventure at Sea
31465136,ElektraWeb - Cloud and Web-based Hotel Management Software
31462611,Elephant Hills Thailand
31457970,Elevate DMC
31461589,Elewana Collection
31067061,"El Gouna, Red Sea"
31010866,El Hierro
31459225,Elite Hotels of Sweden
31464906,Elite Island Resorts
31102238,Elite Travel & Tourism
31458594,Elite Travel DMC
31432442,Elite Travel LLC
31460392,Elite Travel Lufthansa City Center
31460026,ELITE WORLD HOTELS & RESORTS
31461446,Elnakhil tours
20191253,El Nido Resorts
20127316,Elounda Beach Hotel & Villas / Elounda Bay Palace
31459039,El Patio Sevillano
31461233,Embalakai Camps Limited
31463992,Embrace Resort
31458702,Emerald Collection
31426319,Emerald Zanzibar Resort & Spa
31456610,RateHawk
31168916,EMG - Essen Marketing GmbH
31465322,EM Hotels
31459587,EMILIA ROMAGNA REGION
31457974,Emirates
31461215,Emirates Tours & Safari LLC
31462880,Emotion
31459598,Emotional Puglia - Tour&Experience
31433027,Enchanting Tanzania Safaris
31463974,Encounter Latinamerica
31412916,ENC Tours
31435414,Encuentro T Congress & Tours
31385781,Endless Holidays Thassos Island
31461374,Engagi Safaris Ltd
20127422,https://www.english-heritage.org.uk/
31382928,Italian National Tourist Board - ENIT
31462152,enjoy hotel & hostel Berlin City West visitBerlin Partnerhotel
31392084,Enjoylive Travel
31410688,Enjoy Safaris Africa Ltd
31461767,Enjoy Tatras
20305782,ENOTEL Hotels & Resorts
31463615,Ensana Health Spa Hotels
31422721,Enterprise Holdings -  Alamo Rent A Car | Enterprise Rent-A-Car | National Car Rental
31464462,Environment & Protected Areas Authority
31454424,Enzosystems B.V.
31464380,Eon Tours
31462262,Epic Event Solution
31460125,Episode Tbilisi LLC
31457932,Epsilon Hospitality SA
5962975,Equinox
31463608,ERA TOURS & TRAVELS (India) PVT. LTD.
31104338,Erco Travels Pvt. Ltd
31167677,RateTiger by eRevMax
31365198,Erfurt Tourismus & Marketing GmbH
31461213,Erth Abu Dhabi
31464617,ESCAN TOURISM
31169053,Escapade Travel
31347212,Escapade Zanzibar Ltd.
31305127,Escape Bangladesh Ltd.
31426000,Escape Tours
31456571,Escher in Het Paleis
31462737,ESCP Business School
31407150,Esiness Travel Destination Management Services
31459790,Esna Holidays Private Limited
31459043,Espacio Vors
31401581,España- Turespaña
31461454,Esperanza Travel Egypt
31459863,ES SAADI MARRAKECH RESORT
31458909,Essential by Dorint Basel City
31282622,Essential Destinations
31300647,Esterhazy Betriebe GmbH
31233763,Esteros Viajes DMC
31453742,Visit Estonia
31458468,Estonian Nature Tourism Associaton
31464144,Estravel Vilnius
31461017,ET.EL.AM. SRL TOSCANA RESIDENCE
31464749,IZMIR ETC TRAVEL
5517283,Ethiopian Airlines
31462969,Ethiopia Tradtions Tour
31461894,Etihad Airways
31328044,Etihad Holidays
31458051,"Etourism Co., Ltd"
31461760,E-TRAVEL.SK DMC
31465380,hotel campus by HQ plus
31458255,EU4Moldova-Focal Regions
1817779,touristik aktuell
31460105,Euphoria Hotels & Resorts
31384167,Euro Asia Tours & Travels Pvt. Ltd.
31367148,Euroasia Travels
31304815,Euro Koha Reisen
31235548,Euromast Horeca B.V.
31459602,Europa Group Spa Hotels & Apartments Lignano Sabbiadoro
31406343,Europäisches Hansemuseum Lübeck gGmbH
31457790,Europamundo
31146955,Europa-Park GmbH & Co Mack KG
31460361,Europa Travel & Tours
31408623,Europcar Mobility Group SA
31410226,European Capital of Smart Tourism / European Destinations of Excellence
31412546,European Historic Thermal Towns Association (EHTTA)
31301085,European Parliament
31459004,European Sleeper Coöperatie U.A.
31465103,European Spas Association
31411108,European Spas Association (ESPA)
31462935,Europe Group
31365175,Eurostar International Ltd
31459244,EURO TGA Inh. Jürgen Wenning
31457410,Eurotours Ges.m.b.H.
31139878,Eurotur
31256215,European Cyclists' Federation / EuroVelo
31456026,EVA Airways
31328111,Evan Evans Tours
31459007,Tourism Watch - Brot für die Welt
31462279,Evasion Tropicale Travel and Tours
31463636,Eventcompanies
31388142,Event Solutions Malta by Vacatons Malta Ltd.
31462038,Evisa Express
31462209,Evolve Back Gham Dhao Lodge
31414223,Evolve Back Resorts
31463259,Evo Trak Quad Safari
31461252,Excellent Guides Tours And Safaris
31264562,Exciting Travel Holidays Pvt Ltd
31459797,Exciting Travel Holidays (Pvt) Ltd
31461408,Exclusive African Safaris
31463425,Exclusive Madagascar Tours
31465464,Exclusive Services Group SARL
31453754,Exclusive Sustainable Tour Operators Association
31460459,Exclusive Uganda Safaris
20434453,Exodus DMC
31462590,Exotour
31190215,EXO Travel
31458818,"EXO Travel Japan Co., Ltd"
31453866,Expedia Group
20191270,Expedición Panamundo Guatemala
31463589,"Experience Florida´s Sports Coast, CVB"
31454258,Experience hotel
31463066,Experience Jordan Adventures
31454017,Explora Journeys
31458543,Explore Evenmore Tour and Travels
31459926,Explore Fairbanks Alaska c/o FairWell Travel Consulting
31426972,Explore Himalaya Travel and Adventures Pvt. Ltd.
31433903,Explore Mongolia
31457852,Explorer Kenya Tours and Travel Limited
31384504,Explore safaris
31409992,Explore St. Louis
31459781,Explore Vacations & Travels (Pvt) Ltd
31463935,Explor Games®
31463398,Expo 2023 Doha - Ministry of Municipalit
31458489,Expo City Dubai
402667,Express Travel International GmbH
31280806,Extraordinary
31456900,Extremadura
31460466,Eyeopener Works
31455651,Facilitatrip SAS
31463510,FAEVYT Federacion Argentina de Asociac
31457353,Fafa Hotels & Resorts
31302593,Fair House Villas & Spa
31364139,Fairmas GmbH
31361382,Fairmont Ajman
31199140,Fairmont Bab Al Bahr
31459839,Fairmont La Marina Rabat-Salé
31433228,Fairmont Mayakoba
31170465,Fairmont Nile City
31433247,Fairmont Rio de Janeiro Copacabana
31457792,Fairmont Riyadh Hotel
31462327,Fairmont Tazi Palace Tangier
31170109,Fairmont The Palm
31459604,"Falisia, a Luxury Collection Resort & Spa,"
31459961,Fanagoria Travel LTD
31464324,Fanatictour Turizm Sanayi ve Ticaret Limited Şirketi
31370388,Farah Nile Cruise
31465320,Faranda Hotels & Resorts
31048525,FAR EAST HOSPITALITY MANAGEMENT (S) Pte Ltd
31460741,Farhat Tours
31460671,"Farmhouse Boutique Resort Co., LTD"
31462035,Faros Hotel
31365699,Far West Travels and Tours Pvt.Ltd
31458688,fastjet & fedAir
31457701,Fatima Hotels Group
31428205,Fattal Hotels Ltd
31462349,FAVORI VOYAGES
31430765,Fazlani Natures Nest
31460296,Stadt Krefeld Fachbereich Kultur
31424790,FBTT Travel
31465533,FC&VB-RJ
31138171,FEHGRA - Federacion Empresaria Hotelera Gastronomica de la Republica Argentina
31458292,Feline Holidays A/S
31465211,Felix Hotels Sardinien
31165330,feratel media technologies
31459045,Fergus Hotels & Tent Hotels
31455989,Ferienpark Weissenhäuser Strand
31134363,Coral Touristik GmbH
31461023,FH55 Hotels Roma - Firenze
20056372,Fachhochschule Westküste
31463939,Fibo Travel
31320876,Fibula Air Travel Agency
31457220,Fidelity Travel
31462808,Fihalhohi Island Resort
31461798,Fiji Airways
31099537,Filokypros Character Houses Ltd.
31454617,Finalrentals Limited
31366945,Finca Rosa Blanca Coffee Farm & Inn
31462211,Fine Bush Tours
31462385,Fine Safaris-Afrika
31464062,Fine Travel Albania DMC
31464083,"Finjan Travel & Tourism Co. Ltd,"
31460667,Visit Finland
31459281,Finland DMC
31460863,Finnair
31459289,Finnlines Deutschland GmbH
31344351,Finolhu - Baa Atoll Maldives
31463918,FIORDALISO SRL SB
31460087,FIRMUS TOUR
31461165,First Choice Travel
31457795,First Travel
20455,Fischereihafen-Betriebsges.mbH
31462840,Fisherman Tours & Travel Ltd
31261861,FIT América Latina
31318576,Fit Reisen GmbH
31365273,FITUR 2024 - IFEMA MADRID
31457972,FIVE Hotels & Resorts
31458915,FIVE Zurich
31434731,Fiyavalhu Resort Maldives
31463630,fiylo Deutschland GmbH
31459332,Fjord Line
31459313,Fjord Line AS
31138217,Fjord Norway
31342981,Flamenco Hotels & Resorts Egypt
31461487,"Flamenco Malaga, S.L."
31302976,Flame Of Africa Safaris
31324866,VISIT FLANDERS
31231717,Flash Tour
31456359,Flegra Palace Hotel
31328206,Visit Flevoland
31454281,Flexkeeping
31237543,Flightlink Ltd
31386758,Flightroutes24
31073192,Florida Keys & Key West
31461185,Florida Pavilion
31463493,Flow Travel and Tourism
20443205,Flughafen Bremen GmbH
20275773,Düsseldorf Airport
21864,Flughafen Hamburg GmbH
31383342,Flughafen Hannover-Langenhagen GmbH
31165565,Flughafen Nürnberg GmbH
23243,Flughafen Paderborn/Lippstadt GmbH
31136598,Flughafen Saarbrücken
31457441,Flughafen Wien AG
31463837,FLY2EUROPE TRAVEL
31460469,Fly A World Consultants & Tourism Pvt Lt
31463212,FLY NAMIBIA
31460389,Fly Today Lufthansa City Center
31458054,FNF Korea travel & DMC
31408620,Focus Asia
31187890,dmc REPS unlimited
20432435,Focus Travel Vietnam
20309698,Beyeler Museum AG
31459892,Fontainebleau Las Vegas
31421593,FOOD and TRAVEL Germany Ltd.
31387657,Footprint Travel
31424518,Foresters Arms Hotel
31428041,"FORMENTERA,  CONSELL DE Consell Insular Formentera"
31463594,"Fort Myers - Islands, Beaches & Neighborhoods"
31460782,Fortuna Tours DMC
570808,forum anders reisen e.v.
31317526,For You Travel GmbH
31457855,Fothergill Island
31404707,Four Points by Sheraton Bali Kuta
31460686,Four Points by Sheraton Bali Seminyak
31463996,Four Seasons Hotels and Resorts
31411336,Four Seasons Hotel Bahrain Bay
31231445,Four Views Hotels
31231430,Foxes Safari Camps
31459606,FRANCIACORTA TOUR
31427259,Frankenland Travel Group
31458433,Frankenwald Tourismus Service Center
31383461,Frankfurt Airport
31407571,Frankfurt am Main Tourismus + Congress GmbH
31459167,Destination FrankfurtRheinMain
31362564,Fraport Bulgaria - Varna Airport & Burgas Airport
31462836,Fraport Greece
31359344,Freebird Airlines
31457912,Freebird Airlines Europe
31462973,Freeland Tours And Travel Services
31431110,FREE NOW for Business
31364122,Free Spirit Tours Group
31303363,freshcells systems engineering GmbH
31463905,FRESIA HOTELS AND RESORTS
31459282,Frich´s Management AS
31366102,Friends Adventure Team Pvt. Ltd.
31463496,Friends Tours
31459609,FRIGERIO VIAGGI INCOMING
352707,FTI Group
31260057,Fuego Travel
31347828,Fuerte Group Hotels
31135946,Fuerteventura
31424560,Fugitives' Drift Lodge
31075066,TOURISMUS- UND KONGRESSMANAGEMENT FULDA
31459207,Landesgartenschau Fulda 2.023 gGmbH
31459610,Funactive Tours
31408165,VISIT VALENCIA
31428062,FundacioTurisme Palma 365
31460854,Fundacja Rozwoju Regionów
31435912,Funky Tours
31461463,Fun trip Travel
31456882,FUORITINERARIO - DISCOVER YOUR ITALY
31347787,Furaveri Island Resort
31460856,Furnel Travel International
31390628,Fushifaru Maldives
31464667,Fusionex Group
31070159,FÜSSEN TOURISMUS & MARKETING
31459157,Future Group Tour & Travel Sdn Bhd
31329781,Futurismo Azores Adventures
31106417,fvw / TravelTalk
31169437,Trans India Holidays PVT Ltd.
31463515,G2 Travel Israel
31386504,Gadis Tourist Service Italia Srl.
20153631,Gador Viajes
31459428,Gainwell Sports
20304863,Galacruises Expeditions CIA LTDA
31464001,Galagents Galapagos Cruises
31463960,VISITING GALAPAGOS & CALIPSO DIVE CIA LTDA
31392801,Galaxia Group
20272246,Galicia Tourism Board
31459805,Galle Face Hotel Group
31460021,Galleria Borbonica
31443553,Gallery Europe AG
31461699,Gallery Hoteles
20308022,Galo Resort Hotels
31454062,Gamarjoba Georgia Tours
31462975,Gambella Region Culture And Tourism Bureau
3002163,Gambia Tourism Board
31464312,Gamyam Ayurveda & Yoga Retreat
31457027,GaPa Tourismus GmbH
31133970,GAPA Travel
31342426,Garibaldi Overseas Ltd
31136219,Gärten der Welt
31461469,Gasbar tours
20174911,Gasteinertal Tourismus GmbH
31456376,Gastfreund GmbH
31460692,Gaston Sacaze Chile
31456470,gastromatic - vertical cloud solution GmbH
31459990,"HULIC HOTEL MANAGEMENT CO., LTD. ( VIEW HOTELS / THE GATE HOTEL )"
31461886,Gateways of Europe Ltd
31459612,Gattarella Resort
31461474,GAT Tours - Egypt
31464190,Gauresh Travels PVT.LTD.
31456835,GauVendi
31462688,Gb Viaggi Tour Operator
31464384,GCB German Convention Bureau e.V.
31460859,Gdansk Tourism Organization / Visit Gdansk
31461978,Gecko Safaris Africa
31458366,Gemeinde Bad Hindelang
31459172,Gemeinde Willingen - Tourist Info
31390028,GEM Travel
31460527,General Turist- Hotel G
31462501,Generator Freehand Hotels
31459125,Genesiss Travel Reps
31460693,Geo Adventures
31171239,Geographic Travel Club
31462607,geomand
31458371,Geopark Ries e.V.
31199838,Geo Reisen Cía.Ltda
31039217,Georgian National Tourism Administration
31442775,Tourist Agency Visit Georgia Ltd.
31460081,Georgia Adventure Club
31304613,Destination Georgia
31432433,Georgia Insight Ltd
31432429,Georgian Bus LLC
31460117,Georgian Capital LLC
31460212,Georgian Discovery Tours
31460077,Georgian Ecotourism Association
31462588,Georgian Holidays
31463937,Georgian Incoming Tour Operators Association
31460132,Georgian Insider LLC
31462961,Georgian Mountain Guide Association
31428014,Explore Georgia Ltd.
31462957,Georgian Tourism Association
31302652,Georgian Travel Group
31413118,Georgian Travel Club
20411454,Georgica Travel Ltd.
31435157,Geo Travel
31463556,fluturime.com
31185359,Gerresheim serviert GmbH & Co. KG
31166997,Gerry Tours Safaris
20153117,Gestüt Lipica & Hotel
31431174,Get Sicily srl
31424519,GetTransfer LTD
512109,Ghana Tourism Authority
31367485,Ghoha Hills Savuti Lodge
31460144,G Hospitality by Mar Yapı
20410688,GIATA GmbH
31462810,Gili Lankanfushi Maldives
31402947,Gimmonix Technologies Ltd.
31457222,Giovanti Travel
31462283,GI Philippines Corp
31464923,GIZ
31407244,GJ Travel - Iceland & Greenland
31457705,Glamping Skies
31426313,Global Air DMC
31461308,Global Asia Travel and Tours
31461049,Global Destination Management Corporation
31350184,Global Plus AG
31431005,Global Wings Travel & Tours
31260306,GLORY SAFARIS LTD
31327080,GM Group Travel Dmc
31463670,GNETWORK360
31346553,GNV - Grandi Navi Veloci
31454077,GoArmenia
31463459,GOAT South America DMC
31302175,Goa - Department of Tourism
31361738,Göbel Hotels
31102082,Go Global Travel Ltd.
31462860,Go-Go Zanzibar and Coral Travel Zanzibar
31461082,Go-Indochine
31456769,Going Baltic
31463078,Gökçen Erdogan
31462746,Goldan Oryx Tours
31460506,Gold Deluks- Hotel
31408970,Golden Beach Resort
20190398,Golden Foundation Tours Corp.
31393360,Golden Galapagos
31431819,Golden Galapagos and La Selva Eco-Lodge
31412953,Golden Globe International
31201680,Golden Holidays DMC
31464873,Golden Hospitality International (GHI)
20408264,Golden Pass Line MOB
31422215,Golden Path Trading
31458193,Golden Point Leisure & Mice Holiday Sdn Bhd
31465087,Golden Rock Dive & Nature Resort
31464008,Golden Sand Hotel
31457976,Golden Sands Hotel Creek
31458056,Golden Tour Korea DMC
31193286,Golden Tours Gray Line London
31072665,Golden Tulip Nizwa
31428018,Golden Tulip Africa
31135752,Goldi Sands Hotel/ Suriya Resort
31459783,GOLD TRAVEL
31456916,Golf 525 Spain
31456918,Golf Altorreal
31349820,Gondwana Brasil
31134634,Gondwana Collection Namibia
31456303,Go North Travel
31459930,GoNorth Travel - Explore the wild!
31363521,Good Albania DMC
31321140,GO Rentals
31409092,Gorgeous Smiling Hotels GmbH
31230793,Gorgonia Beach Marsa Alam
20306323,Gornergrat Bahn
31459292,goSaimaa Ltd
20190569,Göteborg & Co
31072764,Go Travel
31463427,Go Travel Madagascar
31457707,Go Travel Portugal
31453987,GOTRIP HOLIDAYS ITALIAN TOUR OPERATOR
31429572,Gotthard Panorama Express
31456577,Gouda Tourist Office
20056821,Go Vacation Indonesia
31257845,Go Vacation Lanka Co. ( Private) Limited
31455633,Go Vacation Thailand
31457861,Governors' Camp Collection
31371443,Go Vilnius
31141578,Go West Tours
31462042,GP Hermes Travel and Tours
31297806,GP Solutions
31300999,Graceland Khaolak Beach Resort
31371627,Granada Tourism Board
31165780,Turismo de Gran Canaria
31462191,Grand Caribe Property Management
31462665,GRAND HOTEL ARENZANO & PALAZZO DURAZZO
31175182,Grand Hotel Excelsior
31457224,Grand Hotel Palace Thessaloniki
20124865,Grandhotel Pupp
31391261,Grand Hotel Tiziano e dei Congressi
31462856,"Grand Hotel Villa Torretta Milan Sesto Curio Collection By Hilton, Hilton Garden Inn Milan North,  DoubleTree by Hilton Malpensa Solbiate, DoubleTree by Hilton Brescia"
31461026,Grand Hotel Villa Cappugi
20273274,Grand Hyatt Hotel - Amman
31458217,"Grand Ion Delemen Hotel, Genting Highlands, Malaysia"
31457032,Grand Komodo & Raja Ampat Dive Lodge
31458481,Grand MERCURE & Ibis Style Dubai Airport
31427722,Grand Mirage Resort & Thalasso Bali
31460719,Grand Oceans for Projects Management
31460726,Grand Oceans Hospitality and Projects Managements
31410462,Grand Park Kodhipparu Maldives
31136437,GrandResort Hotel
31462779,Grand Tours LLC
31464620,GRAND WONDERS TOURISM
31459049,Sercotel Gran Luna de Granada
31460413,Granite Digital
31463848,MAMA SHELTER ROMA
31456554,Gray Line Worldwide
31425898,Graz Tourismus & Stadtmarketing GmbH
31254874,Mongolia - Great Genghis tours & expeditions
31459911,Great Lakes USA
31458753,Great National Hotel Ballina
31457105,Great Ocean Tours & Travel LTD
31431589,Greatown Travel Sdn. Bhd.
31408523,Great Plains Conservation
31279382,GREAT SILK ROAD TOUR/Edelweiss Travel Company
31463866,Great Spa Towns of Europe
31411596,Great Trade Exhibitions & Exports IKE Consulting Private Company
31457226,Grecotel Hotels & Resorts
31459155,Greek Destination Planners Asosocation
31453452,Greek National Tourism Organisation
20305439,Green Arrow Tours
31392651,Green Blu Hotels & Resort
20271372,Greenland Travel
31350799,Green Motion & U-Save
31459917,Green rent a car
31456846,GreenSign Institut GmbH
31392953,Green Travel DMC
31430722,Green World Adventures
31461258,Greg Adventures
31462794,Gremi Clinic - Medical tourism in Albania
31335853,Grimaldi Euromed S.p.A.
31462037,Grimm´s Hotels visitBerlin Partnerhotel
31260221,Grimmheimat NordHessen Regionalmanagement Nordhessen
20410825,Grootbos Private Nature Reserve
31458209,Großglockner Hochalpenstraßen AG
31458187,GR Travel & Tours
31426223,Grupo Ciudades Patrimonio de la Humanidad
31165345,Grupo Pachira
31391972,Gruppo UNA Hotels & Resorts
31459615,Gtours Apulia Incoming
31459397,GTW Touristik GmbH
31463500,Guarantee Travel Group
31461816,Guardamar Turisme
31392299,Guardanapoli Hotel And Banqueting
31230341,Guatemalan Tourism Board
31460156,Gudauri Loft LTD
31459053,Guets Incoming S.A.
31435965,Guestline GmbH
31168161,Guinness Storehouse
31434111,Gulf Air
31460171,Gulf Aquamarine Hotel
31462767,Gulf Ventures Oman united agencies
31428181,GULLIVER MONTENEGRO Travel Agency
31443514,Güral Premier Hotels & Resorts
31433036,Guruguru Safaris
31464980,Gustabruzzo
5520830,Guyana Tourism Authority
31459642,Gwadar Development Authority
31462535,"Gwangju, Tourism Organization"
31458058,Gyeongsangbuk-do Culture and Tourism Org
31459987,H.I.S. Deutschland Touristik GmbH
31386264,htophotels
31126170,H10 HOTELS
31279206,"The Haad Tien Beach Resort, Koh Tao"
31459757,Habita79 Pompeii - Mgallery Collection
31458483,"Habtoor Grand Resort, Autograph Collection"
31465317,Hacienda Combia
31464142,Hacienda Jimenita
31304687,"Hagoos, your Basque Country DMC"
31034567,HA Hessen Agentur GmbH
31426353,Halisi Camps (Tanzania Jurnays Ltd.)
31138456,Halkidiki Tourism Organisation
31427107,Visit Halland
31322894,Hallo Tourist! Westfalica-Verlag GmbH
10280885,HAL Services B.V.
31459199,Haman Group
31460281,Hamburger Kunsthalle
31426499,Lakeland Finland - Visit Häme
31435637,Hampton by Hilton Marjan Island
31458810,Hampton by Hilton Dublin Four Courts
31458060,Hanatour ITC
31323018,"Hanatour Japan Co., Ltd"
31390706,Handspan Travel Indochina
31341043,HANKYU TRAVEL DMC JAPAN
31196850,Hannover Marketing & Tourismus GmbH
31188816,Hansa Touristik GmbH
31462498,Hans Brinker Hostels
31379638,HanseMerkur Reiseversicherung AG
31327452,BHUTAN - Happiness Kingdom Travels
31462609,happyhotel
31457311,Happy Tours Group
31075856,Happy Trails Asia
31387095,Happy Trails Borneo Tours
20153619,Harbour Air Seaplanes
31463743,HARD ROCK HOTEL & CASINO PUNTA CANA
31143791,Hard Rock Hotel Bali
31459056,Hard Rock Hotel Marbella
31458472,Visit Harju
31071810,Harriniva Hotels & Safaris
31457396,harry's home hotels & apartments
31456409,"Hartley's Crocodile Adventures, Koala Gardens and Birdworld"
20123830,Harzer Schmalspurbahnen GmbH
31461519,Harzer Tourismusverband e.V.
31460837,Hastings Hotels
31456387,Der Zoll
31458220,Haus des Meeres Betriebs GmbH
31430587,Havila Voyages
20453199,Hawk Travels (Pvt.) Ltd.
31464516,Hayit Medien / Mundo Marketing GmbH
31459798,Hayleya Travels (Pvt) Ltd
31456920,HCI Hotel Collection International Gestión Hotelera
20146699,Heilbäderverband Niedersachsen e.V.
31461757,Heilbad Trencianske Teplice AG
20433207,Heilbronn Marketing GmbH
31456773,HELIADES DMC
31459127,Heliconia Amazon River Lodge
31430905,Helicopter Horizons
31425192,HELILAGON
31457227,CapsuleT Travel & Hospitality Accelerator - Hellenic Chamber Of Hotels
31389994,Hellenic Zeus Travel Services
31463461,Helling´s Travel
31458035,Hello Islands DMC
20176254,Helnan International Hotels
31459348,Helsinki Partners
31461133,HELVETAS Intercooperation GMBH Representative Office
31459913,Hemisphere Corporation Sdn Bhd
31456580,Henri Willig Kaas BV
31304414,Tourismusorganisation Herceg Novi
31458257,"HERiPRENEURSHIP Moldova, ANTRIM"
31454064,Heritage Expeditions Ltd
31460139,Heritage Hotel & Suites
20271544,Heritage Hotels Limited
31456057,Heritage Line  I  Refined Waterway Voyages
31462451,Heritage Safaris Ltd
31458675,Heritance Aarah (Cowrie Investment)
20171542,Hertz Rent a Car
31427940,Hessisches Staatstheater Wiesbaden
31196735,Hessischer Heilbäderverband e.V.
31459191,Hessischer Tourismusverband e.V.
31361577,Hey Iceland
31276933,HGH Travel Indochina
31462680,HOTEL GRANDE ITALIA - HGI  SRL
31463802,HH Marketing Solutions
4004170,H-Hotels GmbH
31441758,H Hotels Collection
31434332,Hidden Paradise Adventure PVT
31463731,High & Far Ethiopia tour & travel  plc
31460758,Highland Base Kerlingarfjöll
31046833,Highline Tours & Travel
31407680,Hotel Higuerón Málaga- Curio Collection by Hilton
31458474,Visit Hiiumaa
31454430,HiJiffy
31425331,Hildesheim Marketing GmbH
31458841,Hillsborough Castle & Gardens
31190457,Hilton Worldwide
31349664,Hilton
31461250,Hilton Abu Dhabi Yas Island
31075858,Hilton Barbados Resort
20397457,Hilton Berlin visitBerlin Partnerhotel
31463163,Hilton Cabo Verde Sal Resort
31279428,Hilton Dead Sea Resort & Spa
31278785,Hilton Doha
31049471,Hilton Dresden
31414808,Hilton Dubai Al Habtoor City
31457161,Hilton Dubai Cluster
31363527,Hilton Garden Inn Cusco
31460222,Hilton Garden Inn TBILISI CHAVCHAVADZE
31464454,Hilton Hotels Chicago
31462797,London Hilton on Park Lane
20411088,Hilton London Metropole
31462799,Hilton Maldives Amingiri Resort & Spa
31462812,Hilton Maldives Amingiri Resort & Spa
20306563,Hilton Mauritius Resort & Spa
31382471,Hilton Moorea Lagoon Resort
31457709,Hilton Porto Gaia
31461471,Hilton Ras Al Khaimah Beach Resort
31462801,Hilton Rijeka Costabella Beach Resort & Spa
31431910,Hilton Riyadh Hotel & Residences
31462754,Hilton Salalah Resort
31463052,Hilton Salwa Beach Resort & Villas
31141279,Hilton Seychelles Resort & Spa
31460489,"Hilton Sri Lanka,C/O Hotel Developers La"
31459861,HILTON TAGHAZOUT BAY BEACH RESORT & SPA
31168414,Hilton Vilamoura As Cascatas Golf Resort & Spa
31463335,Himalayan Guides Nepal Treks & Expeditio
31458579,Himalayan Quests
31408648,Himalayan Windows Pvt. Ltd.
31459981,HINOMARU LIMOUSINE CORPORATION
20146735,Hipotels
31459483,Hirmer Hospitality
31102000,Hispanorama Tours & Incentives
20190450,Historic Royal Palaces
31460595,Hit Alpinea Kranjska gora
499497,HitchHiker GmbH
31464574,HM Hospitales
